journal,year,data_shared,code_relevant,preprint,data_upon_request,code_shared,code_upon_request,preregistration,osf_exploratory,articles,rDataShared,rPreprint,rDataRequest,rCodeShared,rCodeRequest,rPreReg,rOSF
Biol Open,2017,5,9,4,0,1,0,0,0,39,0.13,0.1,0.0,0.03,0.0,0.0,0.0
Biol Open,2018,4,7,3,0,6,0,0,0,38,0.11,0.08,0.0,0.16,0.0,0.0,0.0
Biol Philos,2017,0,2,0,0,2,0,0,0,4,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Biol Philos,2018,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Proced Online,2018,0,1,0,0,2,0,0,0,8,0.0,0.0,0.0,0.25,0.0,0.0,0.0
Biol Psychiatry,2010,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Psychiatry,2012,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Psychiatry,2013,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Psychiatry,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Psychiatry,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Psychiatry,2017,0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Psychiatry,2018,0,1,0,0,2,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Biol Psychiatry Cogn Neurosci Neuroimaging,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Psychiatry Cogn Neurosci Neuroimaging,2017,0,1,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Psychiatry Cogn Neurosci Neuroimaging,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Psychol,2018,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Reprod,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Res,2018,1,0,0,0,0,0,0,0,8,0.12,0.0,0.0,0.0,0.0,0.0,0.0
Biol Res Nurs,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Res Nurs,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Res Nurs,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Rev Camb Philos Soc,2017,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Biol Rev Camb Philos Soc,2018,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Biol Sex Differ,2018,1,5,0,0,1,0,0,0,15,0.07,0.0,0.0,0.07,0.0,0.0,0.0
Biol Sport,2017,0,1,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biol Trace Elem Res,2017,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biologia (Bratisl),2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biologicals,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biologics,2018,0,0,1,0,0,0,0,0,6,0.0,0.17,0.0,0.0,0.0,0.0,0.0
Biology (Basel),2017,0,1,1,0,0,0,0,0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0
Biology (Basel),2018,1,1,0,0,0,0,0,0,16,0.06,0.0,0.0,0.0,0.0,0.0,0.0
Biom J,2016,1,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Biom J,2017,1,1,0,0,0,0,0,0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Biomacromolecules,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomacromolecules,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomacromolecules,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomark Cancer,2018,1,1,0,0,0,0,0,0,3,0.33,0.0,0.0,0.0,0.0,0.0,0.0
Biomark Insights,2018,1,1,1,0,0,0,0,0,8,0.12,0.12,0.0,0.0,0.0,0.0,0.0
Biomark Med,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomark Res,2018,0,3,0,0,1,0,0,0,14,0.0,0.0,0.0,0.07,0.0,0.0,0.0
Biomass Bioenergy,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomater Res,2018,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomater Sci,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomaterials,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomaterials,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomech Model Mechanobiol,2017,0,3,0,0,1,0,0,0,9,0.0,0.0,0.0,0.11,0.0,0.0,0.0
Biomed Eng Comput Biol,2018,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Biomed Eng Online,2018,1,18,2,1,8,0,0,0,48,0.02,0.04,0.02,0.17,0.0,0.0,0.0
Biomed Inform Insights,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomed Mater,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomed Microdevices,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomed Opt Express,2018,0,6,1,0,4,0,0,0,8,0.0,0.12,0.0,0.5,0.0,0.0,0.0
Biomed Phys Eng Express,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomed Rep,2017,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomed Rep,2018,1,1,0,0,0,0,0,0,14,0.07,0.0,0.0,0.0,0.0,0.0,0.0
Biomed Res Int,2017,4,4,0,0,0,0,0,0,46,0.09,0.0,0.0,0.0,0.0,0.0,0.0
Biomed Res Int,2018,44,38,6,1,10,0,0,0,550,0.08,0.01,0.0,0.02,0.0,0.0,0.0
Biomedicine (Taipei),2018,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomedicines,2017,1,1,0,0,0,0,0,0,3,0.33,0.0,0.0,0.0,0.0,0.0,0.0
Biomedicines,2018,3,1,1,0,0,0,0,0,32,0.09,0.03,0.0,0.0,0.0,0.0,0.0
Biometals,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biometrika,2016,0,1,1,0,0,0,0,0,5,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Biometrika,2017,0,3,3,0,1,0,0,0,7,0.0,0.43,0.0,0.14,0.0,0.0,0.0
Biomicrofluidics,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomol Detect Quantif,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomol NMR Assign,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomol NMR Assign,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomol Ther (Seoul),2017,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomol Ther (Seoul),2018,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomolecules,2018,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bionanoscience,2017,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bionanoscience,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bioorg Med Chem,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bioorg Med Chem Lett,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biophys J,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biophys Physicobiol,2017,1,0,0,0,0,0,0,0,6,0.17,0.0,0.0,0.0,0.0,0.0,0.0
Biophys Physicobiol,2018,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biophys Rep,2018,0,1,0,0,2,0,0,0,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0
Biophys Rev,2017,1,1,0,0,0,0,0,0,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Biophys Rev,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biopolymers,2017,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biopreserv Biobank,2016,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biopreserv Biobank,2018,0,3,1,0,0,0,0,0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0
Bioprocess Biosyst Eng,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biopsychosoc Med,2018,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biores Open Access,2018,0,0,0,0,1,0,0,0,6,0.0,0.0,0.0,0.17,0.0,0.0,0.0
Bioresour Technol,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biosci Microbiota Food Health,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biosci Microbiota Food Health,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biosci Rep,2018,10,6,95,0,3,0,0,0,96,0.1,0.99,0.0,0.03,0.0,0.0,0.0
Bioscience,2016,0,0,1,0,1,0,0,0,5,0.0,0.2,0.0,0.2,0.0,0.0,0.0
Bioscience,2017,3,2,0,0,0,0,0,0,8,0.38,0.0,0.0,0.0,0.0,0.0,0.0
Bioscience,2018,5,0,0,0,1,0,0,0,9,0.56,0.0,0.0,0.11,0.0,0.0,0.0
Biosensors (Basel),2017,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.33,0.0,0.0,0.0
Biosensors (Basel),2018,0,2,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biostatistics,2017,0,2,1,0,2,0,0,0,2,0.0,0.5,0.0,1.0,0.0,0.0,0.0
Biotechnol Bioeng,2017,2,1,0,1,0,0,0,0,6,0.33,0.0,0.17,0.0,0.0,0.0,0.0
Biotechnol Bioeng,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biotechnol Biofuels,2018,35,21,6,0,7,0,0,0,123,0.28,0.05,0.0,0.06,0.0,0.0,0.0
Biotechnol J,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biotechnol Lett,2017,1,0,0,0,0,0,0,0,3,0.33,0.0,0.0,0.0,0.0,0.0,0.0
Biotechnol Lett,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biotechnol Prog,2017,1,2,0,0,0,0,0,0,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Biotechnol Rep (Amst),2017,1,0,0,0,0,0,0,0,6,0.17,0.0,0.0,0.0,0.0,0.0,0.0
Biotechnol Rep (Amst),2018,1,0,0,0,0,0,0,0,7,0.14,0.0,0.0,0.0,0.0,0.0,0.0
Biotechnol Res Int,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br J Clin Psychol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br J Educ Psychol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br J Health Psychol,2017,0,2,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br J Health Psychol,2018,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br J Math Stat Psychol,2017,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Br J Neurosurg,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br J Soc Psychol,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain,2015,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain,2017,2,7,2,0,2,0,0,0,40,0.05,0.05,0.0,0.05,0.0,0.0,0.0
Brain,2018,3,11,0,0,3,0,0,1,27,0.11,0.0,0.0,0.11,0.0,0.0,0.04
Brain Behav,2017,2,7,0,0,3,0,0,0,22,0.09,0.0,0.0,0.14,0.0,0.0,0.0
Brain Behav,2018,2,6,3,0,1,0,0,0,57,0.04,0.05,0.0,0.02,0.0,0.0,0.0
Brain Behav Immun,2017,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Behav Immun,2018,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Connect,2018,1,0,0,0,0,0,0,0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Brain Imaging Behav,2017,0,1,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Imaging Behav,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Inform,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Inform,2018,0,1,0,0,1,0,0,0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Brain Inj,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Inj,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Lang,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Pathol,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Res,2018,0,2,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Res Bull,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Sci,2017,0,1,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Sci,2018,4,10,1,0,4,0,0,0,64,0.06,0.02,0.0,0.06,0.0,0.0,0.0
Brain Stimul,2016,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Stimul,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Stimul,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Struct Funct,2017,1,10,3,0,5,0,0,1,24,0.04,0.12,0.0,0.21,0.0,0.0,0.04
Brain Struct Funct,2018,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Topogr,2016,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Brain Topogr,2017,1,4,1,0,1,0,0,0,5,0.2,0.2,0.0,0.2,0.0,0.0,0.0
Brain Topogr,2018,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Braz J Med Biol Res,2018,3,3,1,0,2,0,0,0,56,0.05,0.02,0.0,0.04,0.0,0.0,0.0
Braz J Microbiol,2017,29,2,0,0,1,0,0,0,58,0.5,0.0,0.0,0.02,0.0,0.0,0.0
Braz J Microbiol,2018,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Brief Bioinform,2015,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brief Bioinform,2016,2,4,1,0,4,0,0,0,6,0.33,0.17,0.0,0.67,0.0,0.0,0.0
Bull Math Biol,2017,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bull Math Biol,2018,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNS Neurol Disord Drug Targets,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNS Neurosci Ther,2010,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNS Neurosci Ther,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNS Neurosci Ther,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can J Infect Dis Med Microbiol,2017,2,0,0,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Can J Infect Dis Med Microbiol,2018,3,1,0,0,1,0,0,0,18,0.17,0.0,0.0,0.06,0.0,0.0,0.0
Can J Psychiatry,2017,0,0,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can J Psychiatry,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cancer Biol Med,2017,0,1,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cancer Biol Med,2018,1,0,0,0,0,0,0,0,11,0.09,0.0,0.0,0.0,0.0,0.0,0.0
Cancer Biol Ther,2017,1,0,0,0,0,0,0,0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Cancer Biol Ther,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cancer Biomark,2018,0,0,4,0,0,0,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cancer Epidemiol Biomarkers Prev,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cancer Epidemiol Biomarkers Prev,2016,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cancer Epidemiol Biomarkers Prev,2017,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cancer Epidemiol Biomarkers Prev,2018,0,1,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case Rep Neurol,2017,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case Rep Neurol,2018,0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case Rep Neurol Med,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case Rep Neurol Med,2018,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case Rep Psychiatry,2018,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Biochem Biophys,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cell Biol (Henderson, NV)",2013,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Biol Int,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Biol Toxicol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Biosci,2018,5,3,0,0,0,0,0,0,31,0.16,0.0,0.0,0.0,0.0,0.0,0.0
Cell Chem Biol,2018,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Dev Biol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Microbiol,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Microbiol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Mol Bioeng,2017,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Mol Biol Lett,2018,1,0,0,0,0,0,0,0,13,0.08,0.0,0.0,0.0,0.0,0.0,0.0
Cell Mol Neurobiol,2017,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Physiol Biochem,2017,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cell Physiol Biochem,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chem Biol Drug Des,2017,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Chembiochem,2017,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chembiochem,2018,1,0,0,0,0,0,0,0,3,0.33,0.0,0.0,0.0,0.0,0.0,0.0
Child Adolesc Psychiatry Ment Health,2018,1,4,0,0,0,0,0,0,17,0.06,0.0,0.0,0.0,0.0,0.0,0.0
Child Neurol Open,2018,0,0,1,0,0,0,0,0,6,0.0,0.17,0.0,0.0,0.0,0.0,0.0
Child Psychiatry Hum Dev,2017,0,1,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chronobiol Int,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Biochem,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Clin Biomech (Bristol, Avon)",2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Clin Biomech (Bristol, Avon)",2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Clin Biomech (Bristol, Avon)",2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Child Fam Psychol Rev,2017,0,2,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Child Fam Psychol Rev,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Child Psychol Psychiatry,2017,0,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin EEG Neurosci,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Exp Psychol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Microbiol Infect,2017,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Microbiol Infect,2018,1,0,1,0,0,0,0,0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Clin Neurol Neurosurg,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Neuropathol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Neuropharmacol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Neurophysiol,2016,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Neurophysiol,2017,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Neurophysiol,2018,0,2,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Neuropsychol,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Neuroradiol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Pract Pediatr Psychol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Psychol (Aust Psychol Soc),2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Psychol Psychother,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Psychol Sci,2017,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Clin Psychopharmacol Neurosci,2018,0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clin Schizophr Relat Psychoses,2011,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cogent Psychol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cogn Affect Behav Neurosci,2017,0,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cogn Affect Behav Neurosci,2018,0,3,1,0,1,0,1,1,5,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Cogn Behav Neurol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cogn Neurodyn,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cogn Process,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cogn Psychol,2018,0,1,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cogn Res Princ Implic,2018,1,10,2,0,3,0,0,2,12,0.08,0.17,0.0,0.25,0.0,0.0,0.17
Cogn Sci,2017,0,2,1,0,0,0,0,1,4,0.0,0.25,0.0,0.0,0.0,0.0,0.25
Cognition,2018,0,1,1,0,1,0,0,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Cold Spring Harb Symp Quant Biol,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collabra Psychol,2018,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Commun Integr Biol,2017,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commun Integr Biol,2018,2,0,0,0,0,0,0,0,8,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Comp Biochem Physiol A Mol Integr Physiol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compr Psychiatry,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
